,word,count
417,청량감,8
418,튀김,1
419,음식,8
420,해산물,2
421,금방,2
422,해정,1
423,파전,2
424,순위,3
425,농도,1
426,달작,1
427,지근,2
428,무조건,4
429,먹어봣으,1
430,어욤,1
431,마감,1
432,처리,1
433,광장시장,2
434,빈대떡,1
435,그림,2
436,트림,3
437,종종,8
438,말씀,1
439,인증샷,1
440,원래,4
441,박스,6
442,신맛,2
443,보가,1
444,저희,3
445,젛아욯,1
446,설명,3
447,대한,2
448,질문,1
449,게시판,1
450,파악,1
451,이왕이면,2
452,상세,1
453,페이지,1
454,임팩트,1
455,국내,2
456,지유,1
457,감샇,1
458,생신,2
459,팔고,1
460,연락,2
461,신뢰,1
462,위주,1
463,재미,2
464,왓어,1
465,극락,1
466,하서,1
467,술맛,3
468,번창,7
469,좋아욤,1
470,주스,1
471,신세계,3
472,명절,10
473,직접,2
474,재구먀,1
475,위향,1
476,뒷날,1
477,곡주,1
478,옛날,5
479,프리미엄,7
480,곡생,2
481,기운,4
482,강추,8
483,회랑,1
484,식전주,1
485,이용,4
486,문하,1
487,계속,9
488,요다음,3
489,여행,2
490,서울,1
491,지평막걸리,2
492,도도,1
493,질리,2
494,쥬스,1
495,이전,1
496,기억,8
497,네이버,1
498,평범,1
499,경험,4
500,축하,1
501,쟁여놓,2
502,음미,1
503,품질,2
504,근래,1
505,여기저기,1
506,뺘른,1
507,배맛,1
508,지속,1
509,순식간,2
510,입장,1
511,밋있어,2
512,연말,6
513,운송,1
514,과정,1
515,냄새,5
516,전문점,2
517,음해,1
518,알루미늄,1
519,마개,1
520,삼촌,1
521,보기,4
522,전입,2
523,메뉴판,1
524,본적,1
525,일본,1
526,수육,4
527,좋슴다,1
528,멸치,1
529,물어,1
530,가도,1
531,왓습,1
532,제격,1
533,안성,1
534,맞춤,1
535,화면,1
536,파뤼용,1
537,회사,1
538,사용,2
539,기간,4
540,변화,1
541,선도,1
542,최상,1
543,최반,1
544,인간,1
545,이해,1
546,밀키스,1
547,감사,6
548,반했어,2
549,맛보기,2
550,노무,1
551,이건,10
552,오늘,3
553,무아,1
554,숙취,8
555,사두,1
556,이빨,1
557,입문,2
558,갈리,2
559,김장,5
560,엇어,2
561,안달,3
562,이강하,1
563,미상,1
564,먹음,1
565,냉동고,1
566,황태,1
567,모금,2
568,전형,2
569,김치,2
570,조합,1
571,식구,3
572,토욜날,1
573,일부,1
574,상한,1
575,개선,1
576,시지,1
577,어무,2
578,산쌀,1
579,함유,2
580,나름,2
581,월드컵,1
582,두번쨰,1
583,맥주,3
584,캠핑장,1
585,나용,1
586,특산,2
587,이건모,1
588,말모,2
589,대부분,1
590,인증,1
591,해유,1
592,대로,1
593,로켓,1
594,지난번,6
595,이내,1
596,유효,1
597,관계,1
598,병과,1
599,족발,2
600,밤새,1
601,문제,6
602,다마,2
603,찰떡,3
604,굿굿,7
605,재일,1
606,모레,1
607,베리,3
608,굿굿굿,4
609,달짝,2
610,병마,1
611,라가,1
612,살균,1
613,다라,1
614,아이,1
615,찾기,1
616,위해,2
617,욧트,1
618,실수,1
619,머리,9
620,양질,1
621,자마자,3
622,불금,1
623,남녀,1
624,해먹,2
625,보통,3
626,롯데,2
627,군데,1
628,뚜껑,2
629,마지막,1
630,찌꺼기,2
631,남드라구,1
632,거나,1
633,인조,1
634,일품,3
635,떫은맛,1
636,기존,3
637,취하,2
638,헤롱헤롱,1
639,있슴돠,1
640,고기,1
641,어울림,1
642,언제,2
643,사목,1
644,평점,2
645,은근,1
646,취합,1
647,보규,1
648,나무,1
649,편입,2
650,진정,1
651,두부김치,2
652,음주,1
653,제입,5
654,벌써,7
655,어른,2
656,리지,1
657,즐거움,1
658,텁텁,5
659,마무리,1
660,마음,6
661,몰래,1
662,향기,1
663,외국인,1
664,한국인,1
665,포함,2
666,가운데,1
667,부침개,1
668,세번,3
669,이이,1
670,클리어,1
671,마법,1
672,추석,5
673,물건,2
674,엇습,1
675,갈수,1
676,평상시,1
677,메로나,1
678,아버지,6
679,가의,1
680,에이스,1
681,아마,2
682,만족도,1
683,시골,4
684,다행,2
685,일절,1
686,알밤,2
687,막걸,2
688,난전,1
689,걸이,4
690,기본,3
691,청주,1
692,미리,1
693,시원,1
694,야간,1
695,핬던,1
696,편이,3
697,이상은,2
698,난후,3
699,아픔,2
700,건강,1
701,순삭,1
702,해창,3
703,대포,10
704,블루,6
705,캐릭터,2
706,알콜,2
707,조화,1
708,실패,1
709,도전,2
710,몇번,2
711,팔면,3
712,사라,1
713,매일,1
714,클리,1
715,훼손,1
716,자꾸,3
717,보장,1
718,믹걸리,1
719,생산,2
720,생산품,1
721,여운,1
722,투어,2
723,도수,3
724,단지,1
725,날씨,3
726,제각각,2
727,방울,1
728,베스트,2
729,조장,1
730,저번,6
731,시부모,1
732,안동소주,1
733,예술,2
734,결의,1
735,복숭아,1
736,이구,1
737,맀어,1
738,기만,1
739,누룩,1
740,오름,1
741,슬슬,1
742,깜짝,1
743,진로,1
744,중독,4
745,감자,1
746,하나요,2
747,특성,1
748,세운,1
749,이동,1
750,홀짝,3
751,정기,1
752,쫀맛탱,1
753,전달,1
754,매력,3
755,뽁뽁,1
756,사이,1
757,움직임,1
758,반한,1
759,비도,3
760,아스,1
761,파담,1
762,고급,6
763,지다,1
764,요술,2
765,효도,1
766,지평,3
767,취저,1
768,간혹,1
769,술병,1
770,체적,1
771,삼일,1
772,월요일,1
773,대용,1
774,관할,1
775,진맛,1
776,발송,1
777,모양,1
778,통술,2
779,정성,1
780,체고,1
781,칭칭,1
782,막걸뤼,1
783,쭉쭉,3
784,장마철,1
785,집중,1
786,공략,1
787,호기심,2
788,감자전,1
789,양주,2
790,초장,1
791,안상,1
792,맛이었슴다,1
793,어쩐지,1
794,쏜다,1
795,종일,1
796,크게,1
797,입안,1
798,인기,3
799,플랙스,1
800,당일,1
801,주심,1
802,감칠맛,2
803,슈퍼,2
804,오지,1
805,지리,1
806,레릿,1
807,고고,1
808,배선,1
809,압도,1
810,단점,2
811,특색,3
812,누가,1
813,부탁,1
814,온갖,1
815,한편,1
816,최근,1
817,친정,1
818,권유,1
819,상회,1
820,워낙,2
821,링크,1
822,외부,1
823,파시,1
824,문구,1
825,점도,1
826,맘에듭,1
827,알딸딸,1
828,우리나라,1
829,각각,1
830,부자,3
831,배옹,1
832,시훤,1
833,패키지,5
834,햔번,1
835,조치,1
836,시인,1
837,백련,1
838,최소,1
839,고흥,1
840,유자,1
841,일주일,1
842,난건,1
843,맙시,1
844,하렵,1
845,장점,1
846,호막,3
847,양조장,1
848,요거트,2
849,거부,1
850,날짜,1
851,위화,1
852,엄지,2
853,고민,2
854,훌륭,1
855,여자친구,1
856,유산균,2
857,때매,1
858,세계,1
859,퐁당,1
860,돟아룡,1
861,손가락,1
862,일리,1
863,지난,1
864,놀랏,1
865,굿잡,1
866,클럽,1
867,하우스,1
868,마사,1
869,쟁겨,1
870,계열,1
871,문후,1
872,숳릏,1
873,핑크색,1
874,무게,1
875,더비,1
876,사실,1
877,칭구,1
878,넘엄,1
879,토탈,1
880,보신,1
881,동성,1
882,하니,1
883,아들,1
884,며느리,1
885,무우,1
886,여태,1
887,후회,1
888,막심,1
889,간격,1
890,가가,1
891,브랜드,2
892,전주,1
893,홍보,1
894,중임,1
895,대형,1
896,때문,4
897,심해,1
898,골프장,1
899,주로,1
900,핑갈,2
901,설레설레,1
902,보구,1
903,달후,1
904,요것,1
905,장바구니,1
906,맛잏,1
907,몸속,1
908,표준,1
909,탁주,1
910,음료수,3
911,데넘,1
912,김치냉장고,1
913,위스키,1
914,와인,3
915,확인,1
916,낙곱새,1
917,하자,1
918,감탄,1
919,프리,1
920,바이오,1
921,증류주,1
922,채채,1
923,나유,1
924,리도,1
925,키다,1
926,나은,1
927,인정이,1
928,마심,1
929,로만,1
930,파이팅,2
931,감소,1
932,증가,1
933,송도,1
934,쥑입,1
935,장모님,2
936,평보,1
937,저녁,2
938,토닉,1
939,워터,1
940,속도,2
941,됏습,1
942,한강,1
943,주조,1
944,정망,1
945,불호,2
946,당황,1
947,동생,1
948,하네욯,1
949,용량,1
950,할인,1
951,주랑,1
952,매형,1
953,깜빡,1
954,게다가,1
955,오전,1
956,아쥬,1
957,거리,1
958,로서,1
959,기재,1
960,과음,2
961,큰일,1
962,지역별,2
963,주류,4
964,무척,2
965,디자인,2
966,올해,3
967,아침햇살,1
968,잠시,1
969,민가,1
970,끼리,1
971,자연,2
972,광고,2
973,스테,1
974,비아,1
975,과장,1
976,맛은괜춘,1
977,호랭호랭,1
978,대나무,2
979,막입,1
980,아침,1
981,싸랑,1
982,는걸,2
983,원숭이,2
984,화학,1
985,달기,1
986,와우,2
987,알쥬,1
988,균형,1
989,표정,1
990,상비,1
991,그동안,1
992,등등,1
993,플라스틱,1
994,철로,1
995,밀봉,1
996,전부,1
997,하넹,1
998,띵갔던,1
999,담날,1
1000,간만,1
1001,총알,1
1002,감격,1
1003,거기,2
1004,착각,1
1005,난리,1
1006,빨간색,1
1007,설날,2
1008,자기,1
1009,먼저,1
1010,지금껏,1
1011,매니아,1
1012,축제,1
1013,한정,1
1014,햇습,1
1015,대박,1
1016,달구,1
1017,이제껏,1
1018,척햇,1
1019,되엇어,1
1020,순간,1
1021,기념,1
1022,선택,1
1023,사막,1
1024,오아시스,1
1025,안식구,1
1026,홍어,2
1027,양호,1
1028,연휴,2
1029,가제,1
1030,먹엇어,1
1031,권장,1
1032,맞이,1
1033,범띠해,1
1034,동동주,2
1035,도안,1
1036,미가,1
1037,한정식,1
1038,남해,1
1039,핬습,1
1040,지네,1
1041,전통,1
1042,서리,1
1043,곰배령,1
1044,라이,1
1045,시기,1
1046,라이브,2
1047,세트,1
1048,살걸,1
1049,취할,1
1050,보냉팩,1
1051,본연,1
1052,세지,1
1053,과메기,1
1054,발효,2
1055,번안,1
1056,배변,1
1057,활동,1
1058,매하,1
1059,부부,1
1060,호호,1
1061,동안,1
1062,정제,1
1063,사병,1
1064,한가지,1
1065,완벽,1
1066,전제,1
1067,거주,1
1068,맛잏어,1
1069,혜정,1
1070,일등,1
1071,아저씨,1
1072,경비실,1
1073,불만,1
1074,보시,1
1075,차별,2
1076,남동생,1
1077,왓어용,1
1078,짱짱,1
1079,이웃,1
1080,줄겸,1
1081,세월,1
1082,원샷,1
1083,가능,1
1084,많았늕,1
1085,신념,1
1086,이예,1
1087,무거워,1
1088,한식,1
1089,페어,1
1090,임인년,1
1091,한해,1
1092,당분간,1
1093,키트,1
1094,국산,1
1095,미치겄다,1
1096,존맛존맛,1
1097,쿠팡,1
1098,쪼금더싸구,1
1099,포인트,1
1100,더맛,1
1101,다대,2
1102,피자,1
1103,도저히,1
1104,대가,1
1105,고요,1
1106,텁텁한맛,1
1107,이산,1
1108,요쿠르트,1
1109,취한,1
1110,구영,1
1111,크리스마스,1
1112,뎇다,1
1113,병사,1
1114,면서,1
1115,마카,1
1116,콜키,1
1117,지로,1
1118,파라,1
1119,주종,1
1120,드릴,1
1121,요조,1
1122,천연,1
1123,화제,1
1124,또오,1
1125,의미,1
1126,개성,1
1127,수도,1
1128,시점,1
1129,감상,1
1130,상표,1
1131,나니이,1
1132,다수,1
