,word,count
0,배송,261
1,구매,115
2,달달,187
3,하니,41
4,막걸리,483
5,사람,11
6,전통주,18
7,계속,19
8,예정,11
9,주변,8
10,추천,54
11,주문,193
12,술술,13
13,가요,7
14,덕분,5
15,주말,4
16,종류,19
17,정말,77
18,단골,6
19,진짜,68
20,난리,2
21,사업,5
22,번창,11
23,대대포블루,167
24,저번,5
25,숙성,1
26,성비,8
27,일도,1
28,부담,15
29,포장,175
30,누가,1
31,꿀맛,27
32,마시기,60
33,탄산,71
34,세지,4
35,느낌,33
36,오프라인,6
37,인터넷,17
38,검색,3
39,항상,34
40,여행,1
41,도착,19
42,하루,10
43,수령,1
44,이번,17
45,역시,42
46,찾기,1
47,위해,4
48,이건,15
49,다른,41
50,용량,1
51,사진,9
52,달구리,3
53,최고,63
54,이용,15
55,생각,32
56,목넘김,65
57,용이,1
58,배달,3
59,단맛,49
60,탁주,7
61,모든,5
62,재주,20
63,매우,13
64,송이,10
65,아이스,17
66,날씨,4
67,차단,1
68,박스,12
69,자주,29
70,사이트,2
71,종종,8
72,매번,9
73,기대,42
74,처음,31
75,상품,24
76,입맛,19
77,음식점,3
78,병사,1
79,은근,2
80,취기,1
81,대장,1
82,해창,6
83,위스키,1
84,안동,2
85,알콜,6
86,골목,1
87,조금,31
88,감사,9
89,브렀,1
90,후기,10
91,제일,41
92,스파,5
93,선물,48
94,남편,6
95,구입,13
96,리뷰,16
97,다시,8
98,제품,30
99,달도,1
100,걸리,1
101,와이프,5
102,아주,62
103,상태,27
104,이닝,1
105,제대로,3
106,편백,1
107,산소,1
108,부모님,20
109,이화,1
110,백주,1
111,입안,2
112,톡톡,2
113,다음,49
114,추가,7
115,배기,1
116,부지,1
117,만족도,3
118,취했,1
119,정신,1
120,별로,23
121,투브,2
122,정도,12
123,었습니,2
124,밍밍,7
125,여자,9
126,안주,13
127,가면,3
128,밸런스,4
129,중점,1
130,달콤,5
131,하닝,1
132,하나,24
133,친구,23
134,보기,4
135,뚜껑,9
136,걸이,2
137,특유,10
138,신맛,5
139,도수,12
140,적당,2
141,육류,1
142,예상,1
143,일품,7
144,모두,9
145,꿀떡,4
146,대상,5
147,평소,6
148,개인,9
149,뒷맛,4
150,장모님,4
151,잔뜩,1
152,사서,6
153,특색,1
154,보지,4
155,오늘,5
156,김치,2
157,전이,11
158,어서,2
159,런가,4
160,해도,2
161,음료수,6
162,호평,1
163,냉장,3
164,물이,1
165,흥건,1
166,거실,1
167,살짝,15
168,장가,1
169,고요,6
170,더욱,3
171,우리,7
172,스타일,5
173,약간,27
174,가격,30
175,취향,9
176,지금,7
177,페트병,1
178,부분,9
179,검수,1
180,식당,10
181,재료,4
182,마트,15
183,판매,8
184,이제야,1
185,소홀,1
186,혼자,3
187,소개,4
188,이만,2
189,아보,1
190,실사,1
191,가족,9
192,술집,10
193,여니,1
194,그냥,19
195,또한,2
196,유명,3
197,기만,1
198,음식,8
199,페어,2
200,어려움,1
201,맜있어,1
202,명품,1
203,총알,1
204,바디,6
205,거의,7
206,편입,2
207,청량감,4
208,편이,8
209,음료,6
210,한번,10
211,향도,2
212,바로,18
213,휴가,3
214,있어욤,1
215,관련,3
216,피드백,1
217,재미,2
218,개별,3
219,얼음,9
220,과일,1
221,상하,1
222,택배,10
223,여러,23
224,전보,1
225,중이,5
226,검지,1
227,무엇,8
228,평생,1
229,제조,9
230,무난,13
231,유통,17
232,기한,17
233,얼마,4
234,남지,2
235,고객,2
236,여유,2
237,별루,1
238,보아,1
239,안달,1
240,엇습,2
241,이유,6
242,의사,16
243,일자,4
244,비교,5
245,최신,1
246,순삭,5
247,대비,6
248,밍숭맹숭해,1
249,후루룩,1
250,머리,8
251,굳이,1
252,구들,4
253,롯데,1
254,판다,1
255,생주,1
256,어제,3
257,벌써,5
258,금정산,1
259,좀더,2
260,소문,5
261,문갑,1
262,지인,17
263,모금,1
264,절로,2
265,웃음,1
266,이제,6
267,가장,15
268,오히려,2
269,라이트,6
270,우연,1
271,직접,1
272,자마자,7
273,무조건,5
274,사면,1
275,선택,3
276,맑은,8
277,달기,1
278,하달,1
279,아빠,10
280,만족,12
281,기회,1
282,끼리,2
283,수고,4
284,스티로폼,2
285,문의,7
286,파손,3
287,워낙,6
288,여기,18
289,완전,22
290,술잔,2
291,희사,1
292,설날,1
293,포도,2
294,추사,1
295,모말,1
296,특성,1
297,주위,3
298,현상,1
299,개선,1
300,시간,5
301,기간,2
302,요즘,16
303,일반,7
304,그로,1
305,자꾸,4
306,문하,2
307,금정산성,1
308,평이,11
309,나름,2
310,만큼,7
311,호불호,14
312,아버지,3
313,드심,2
314,가게,3
315,대량,1
316,짱짱,1
317,편의점,3
318,요거트,5
319,아침,1
320,완료,1
321,장인,1
322,인기,13
323,인상,1
324,전통,2
325,취해,1
326,부드,1
327,드네,1
328,유통기간,3
329,극찬,2
330,강추,17
331,디자인,1
332,어머님,1
333,주지,1
334,이태리,1
335,어울림,1
336,캠핑,5
337,참으로,1
338,갈릴,5
339,벌꿀,18
340,김이나,1
341,하만,1
342,선호,3
343,나은,2
344,다만,6
345,예전,3
346,감미료,3
347,인위,2
348,저녁,5
349,스기,1
350,최상,1
351,마지막,4
352,요순,2
353,병중,1
354,리지,1
355,냄새,6
356,한편,1
357,지진,1
358,지난번,3
359,조일,1
360,일차,1
361,주일,1
362,지난,1
363,편차,1
364,거란,1
365,월초,1
366,대신,3
367,걱정,15
368,시원,2
369,장상,1
370,태도,1
371,실온,2
372,세심,1
373,한잔,10
374,고급,11
375,주로,3
376,요새,3
377,애용,9
378,무기,1
379,크게,1
380,마음,5
381,온건,1
382,러버,1
383,할머니,1
384,애주,1
385,드럈,1
386,듭니,4
387,주소,1
388,잘못,2
389,무신경,1
390,확인,2
391,회신,1
392,업무,2
393,처리,4
394,파티,2
395,망치,1
396,동동,1
397,가타,1
398,온통,1
399,주시,10
400,일단,3
401,용서,1
402,사바,1
403,맛있슴돠,1
404,비도,1
405,숙취,12
406,신경,9
407,거꾸로,1
408,잠깐,1
409,마셧습니,1
410,기억,2
411,가지,11
412,진동,2
413,고여,1
414,그거,3
415,사천원,1
416,저희,1
417,집들이,3
418,반응,2
419,금방,3
420,최근,2
421,기분,8
422,전환,1
423,순식간,2
424,불만족,1
425,거도,1
426,텁텁,3
427,다대,5
428,뚝딱,1
429,간만,1
430,수준,1
431,감격,1
432,질리,1
433,통째,1
434,냉장고,7
435,자리,3
436,때문,9
437,온라인,3
438,언제,5
439,한강,1
440,주조,1
441,걸죽,2
442,지평,4
443,꼼꼼햐,1
444,어디,1
445,사고,2
446,문제,4
447,감동,6
448,취한,1
449,기준,1
450,원래,5
451,마무리,2
452,안전,1
453,레드,2
454,술병,1
455,둥둥,1
456,이틀,4
457,클리어,1
458,봤슈,1
459,어용,1
460,하자,1
461,산미,8
462,중간,3
463,키스,2
464,연상,1
465,그닥,1
466,누구,4
467,머그잔,1
468,스트레스,1
469,풀기,1
470,부모,1
471,이제껏,1
472,막사,1
473,핑크,1
474,리도,1
475,출시,1
476,으먄,1
477,여기저기,4
478,주신,3
479,보관,3
480,방법,1
481,구분,1
482,끝맛,10
483,매니아,2
484,부도,1
485,와인,7
486,언니,1
487,무한,1
488,발전,1
489,명절,3
490,다행,1
491,이도,1
492,가기,1
493,하서,1
494,원숭이,1
495,엄네,1
496,마니시,1
497,주셧으,1
498,그동안,1
499,위로,1
500,꼽으시던,1
501,감칠맛,1
502,어머니,2
503,물리,1
504,양호,2
505,맛있슺니,1
506,장수,4
507,추석,11
508,보시,2
509,자극,2
510,프로,1
511,일지,1
512,전부,5
513,셔보,1
514,내용물,2
515,었네,1
516,마련,1
517,여서,4
518,생일,1
519,고함,1
520,사용,5
521,신선도,2
522,유지,2
523,유기농,1
524,부드러움,1
525,달라,3
526,진심,1
527,취급,1
528,산이,2
529,정종,1
530,냉동,1
531,감자전,1
532,장도,4
533,기본,2
534,사장,3
535,연락,4
536,단것,1
537,어요,3
538,여름,7
539,보냉,1
540,에왓,1
541,아버,1
542,사후,1
543,예술,1
544,당일,3
545,월급,1
546,납품,1
547,대요,1
548,성분,3
549,서비스,2
550,친절,1
551,리용,1
552,청주,2
553,사려,1
554,주파,1
555,출산,1
556,파서,1
557,위주,1
558,월말,1
559,년월,1
560,시점,2
561,꼬소,1
562,이구,1
563,모임,1
564,뿌듯,1
565,공기,1
566,산골,1
567,엇어,2
568,임박,1
569,출발,1
570,센스,1
571,정성,3
572,여러분,1
573,거리,3
574,평가,4
575,됩니닼,1
576,하내,1
577,송정,1
578,핮니,1
579,진해,1
580,깜짝,1
581,만해,2
582,농도,1
583,배다리,1
584,마을,6
585,요것,1
586,리스트,1
587,지네,1
588,일주일,4
589,불호,1
590,겨우,1
591,먼저,5
592,메론,1
593,주어,1
594,발효,3
595,에어,1
596,나머지,1
597,먹음,3
598,포만,2
599,대중성,1
600,가성,3
601,대부분,2
602,맛나,1
603,품질,3
604,오프,1
605,상한,1
606,당황,3
607,오지,1
608,지리,1
609,값어치,1
610,묶음,1
611,시식,1
612,전입,1
613,보통,2
614,엇슴,1
615,손가락,1
616,엄마,5
617,신랑,6
618,매각,8
619,주임,1
620,제입,4
621,나중,3
622,생산,6
623,상큼,3
624,단독,1
625,겟습,1
626,고해,1
627,담양,2
628,하나로,1
629,직원,2
630,오래오래,1
631,가끔,2
632,사이즈,3
633,반주,2
634,일만,1
635,네오,1
636,홀짝,4
637,불허,1
638,명성,1
639,실망,1
640,개도,1
641,주류,2
642,대체,2
643,무슨,1
644,맛있엇습니,1
645,판매량,1
646,풍요,1
647,었는데,1
648,넜는데,1
649,특징,1
650,개개인,1
651,부정,1
652,햇습,1
653,일등,2
654,반했어,1
655,아해,1
656,동동주,3
657,조합,1
658,대가,1
659,방어,1
660,드셔버세,1
661,라인업,1
662,세상,4
663,다가,2
664,입문,1
665,자가,1
666,패킹,1
667,요부,2
668,안내,2
669,대서,2
670,막상,1
671,거기,2
672,천원,1
673,어른,4
674,꿀물,1
675,텁텁하,4
676,만날,2
677,맛날,1
678,후배,1
679,남아,3
680,수육,1
681,브드럽,1
682,인생,7
683,요구르트,4
684,지역,3
685,쇼핑몰,1
686,개꿀,1
687,취하,3
688,그게,1
689,매력,1
690,신청,2
691,경험,1
692,인터,1
693,즛합니,1
694,비유,1
695,화이트,1
696,이나,1
697,손상,1
698,일부러,1
699,신제품,1
700,괜찬네,1
701,텐트,1
702,옆집,1
703,할아버지,1
704,다운,1
705,연휴,3
706,공유,1
707,어째,1
708,있슈,1
709,천안,1
710,동호,1
711,술꾼,1
712,포자,1
713,전체,2
714,환상,1
715,가치,1
716,아부,1
717,응대,2
718,전혀,6
719,상전,1
720,링커,1
721,외국인,1
722,구리,1
723,편육,1
724,오름,1
725,조심,1
726,하이,3
727,오픈,1
728,소주,3
729,맥주,3
730,고루,1
731,세계,1
732,뒤끝,4
733,아내,4
734,그날,1
735,이정,1
736,홍보,1
737,대박,3
738,여성,6
739,산행,1
740,도중,1
741,답변,1
742,파업,3
743,우체국,1
744,발송,5
745,역대,1
746,무척,2
747,인공,2
748,초보,1
749,퓨전,1
750,라벨,3
751,감히,1
752,스탈,1
753,떫은맛,1
754,모시,2
755,현지,1
756,인지,2
757,패키지,1
758,손님,2
759,접대,1
760,피해,1
761,대세,1
762,프리미엄,1
763,마도,1
764,몰래,1
765,세용,1
766,크리스마스,1
767,초대,1
768,대접,1
769,보신,1
770,살포시,1
771,만남,1
772,밍숭밍숭,1
773,전주,2
774,적적,1
775,클릭,1
776,매달,3
777,외숙모,1
778,부산,2
779,해운대,1
780,원장,1
781,일수,1
782,문해,1
783,여행가,1
784,병입,1
785,달다롸,1
786,우유,1
787,첨가,4
788,진리,1
789,최애,1
790,연말,1
791,축하,1
792,물건,2
793,오신,1
794,대나무,4
795,가득,1
796,차서,1
797,남동생,1
798,시누이,1
799,당뇨,1
800,복분자,1
801,가까이,1
802,만점,1
803,사이다,2
804,맛이썽,1
805,상담,1
806,할인,1
807,쿠폰,2
808,적용,1
809,참고,2
810,생맥주,1
811,하련,1
812,외식,1
813,토종,1
814,감미,1
815,홀랑,1
816,금세,1
817,맛잉,1
818,주기도,1
819,죠아,3
820,스위트,1
821,수도,1
822,그대,1
823,존경,1
824,점점,1
825,식생활,1
826,보라,2
827,세고,1
828,주점,1
829,만드,1
830,술맛,1
831,졸맛턍이애,1
832,명주,1
833,았다,1
834,무게,1
835,버젼,1
836,노무,1
837,향기,2
838,예술인,1
839,가리비,1
840,만취,1
841,지옥,1
842,사관학교,1
843,맛보기,1
844,군입,1
845,요추,1
846,테스트,1
847,요전,1
848,걘적,1
849,보람,1
850,지기,1
851,시작,1
852,질질,2
853,아버님,1
854,날짜,5
855,용의,1
856,배맛,1
857,맛있쨔냐,1
858,가능,2
859,타입,1
860,부장,1
861,해물,1
862,전과,1
863,나용,1
864,아픔,1
865,허니,2
866,도전,1
867,대형,2
868,취합니,1
869,초강,1
870,현대,1
871,설탕,1
872,타고,1
873,어머님께,1
874,요청,1
875,사항,1
876,쓰기,1
877,마치,1
878,칭찬,3
879,글루텐,1
880,프리,1
881,용기,1
882,자체,2
883,잔향,1
884,남고,1
885,미리,2
886,이후,4
887,한지,1
888,어르신,2
889,직장,1
890,동료,1
891,읍니,1
892,소량,1
893,이상,2
894,버렷,1
895,안해,1
896,처럼,1
897,보구,1
898,바나나,1
899,과음,1
900,으뜸,1
901,개입,1
902,문자,1
903,아이스박스,2
904,지장,1
905,매실,1
906,원주,1
907,초보자,1
908,아쉬움,1
909,한마디,1
910,았었는데,1
911,아이,2
912,끝판,1
913,개봉,1
914,밀봉,1
915,누수,2
916,사실,2
917,애정,1
918,무방,1
919,지난날,1
920,당장,1
921,민가,1
922,포차,1
923,부동,1
924,문구,1
925,현혹,1
926,후회,3
927,정착,1
928,임돠,1
929,세트,1
930,광고,1
931,양도,1
932,순도,2
933,가스,1
934,타일,1
935,가가,1
936,술임돠,1
937,백신,1
938,얼른,1
939,맛일,1
940,취할,1
941,호랑이,2
942,궁합,2
943,해지니,1
944,개방,1
945,생수,1
946,스토어,1
947,베스트,2
948,스타,1
949,고개,1
950,쓴맛,2
951,달짝,1
952,지근,1
953,라비,1
954,아무,1
955,정보,1
956,텁텁함,1
957,시중,3
958,관심,1
959,기존,2
960,해소,1
961,능이,1
962,며칠,2
963,시대,1
964,평점,1
965,자제,1
966,달함,1
967,조만간,1
968,동안,2
969,수가,1
970,팔면,1
971,행사,1
972,업체,1
973,홈페이지,1
974,킬러,1
975,토욜,1
976,속도,1
977,맛잌,1
978,나루,1
979,알코올,1
980,대한,1
981,호감,1
982,안심,2
983,내부,1
984,전하,1
985,무료,1
986,짜릿,1
987,토욜날,1
988,월욜,1
989,장각,1
990,중독,1
991,매일,2
992,힐링,1
993,타임,1
994,쿄쿄,1
995,요구,1
996,술안주,1
997,거부,1
998,첨부,1
999,요건,1
1000,백원,1
1001,지도,1
1002,탁도,1
1003,쭉쭉,1
1004,산호,1
1005,요다음,1
1006,꾸르,1
1007,착착,1
1008,감기,1
1009,소화,1
1010,체적,1
1011,입구,1
1012,대해,1
1013,전화,1
1014,분도,1
1015,얼마나,1
1016,여운,1
1017,품평,1
1018,아가,1
1019,맛잏어,1
1020,젛아,1
1021,소백산,1
1022,찌꺼기,1
1023,얘기,1
1024,필요,2
1025,설명,1
1026,버륏,1
1027,사람과,1
1028,단술,1
1029,병시,1
1030,순간,1
1031,요요,1
1032,곳도,1
1033,분한,1
1034,병정,1
1035,장고,1
1036,솔솔,1
1037,도장,1
1038,서도,1
1039,거만,1
1040,지금껏,1
1041,강력,1
1042,가을,1
1043,농사철,1
1044,꼴딱,1
1045,사과,1
1046,여럿,1
1047,순위,1
1048,공휴일,1
1049,장난,1
1050,맙시,1
1051,도대체,1
1052,로만,1
1053,연해,1
