,word,count
0,막걸리,550
1,느린마을,213
2,단맛,30
3,계절,3
4,유통기한,44
5,냉장고,25
6,숙성,49
7,수록,4
8,배송,282
9,항상,96
10,만족,12
11,숙취,20
12,우유,9
13,당황,1
14,느낌,21
15,다음,26
16,다시,32
17,제품,47
18,리터,28
19,판매,14
20,구매,165
21,포장,54
22,적극,3
23,추천,49
24,역시,48
25,종종,11
26,사람,8
27,가격,123
28,대비,12
29,상품,48
30,달달,36
31,건강,6
32,목넘김,31
33,부모님,8
34,주문,129
35,마음,29
36,듭니,14
37,예전,16
38,용량,16
39,시간,14
40,갈수록,3
41,재료,2
42,자주,70
43,애용,22
44,선물,20
45,전용,85
46,성비,18
47,정말,29
48,제대로,6
49,아부지,2
50,한번,19
51,거의,6
52,스파클링,34
53,신맛,4
54,아주,58
55,설명,4
56,필요,3
57,무조건,2
58,생각,25
59,홀짝,2
60,마시기,7
61,제일,21
62,여태,1
63,당일,4
64,오전,1
65,오후,1
66,이번,52
67,송장,2
68,미리,4
69,출고,3
70,예외,1
71,러신,1
72,평소,7
73,가장,16
74,프라,1
75,스틱,1
76,유리컵,12
77,송이,19
78,떱텁,1
79,약간,14
80,승부,1
81,탄산,29
82,도착,43
83,사은품,27
84,머리,16
85,제로,1
86,하루,15
87,유리,28
88,행사,30
89,나중,1
90,어서,2
91,사이다,3
92,입맛,16
93,슺니,1
94,상면,15
95,혈액,1
96,순환,1
97,하니,15
98,믿음,1
99,주가,19
100,다른,49
101,최고,75
102,화이,1
103,하루하루,1
104,느므,1
105,오히려,1
106,저녁,11
107,한잔,14
108,술술,5
109,매일,5
110,처음,24
111,신랑,7
112,남편,8
113,대요,4
114,마트,30
115,쿠폰,9
116,상큼,2
117,일품,5
118,무아,11
119,존맛탱,1
120,쭉쭉,3
121,가요,7
122,어제,4
123,살짝,7
124,오늘,9
125,제육,1
126,볶음,1
127,일반,10
128,나니,2
129,취기,1
130,찌개,1
131,하나,10
132,기분,7
133,혼자,1
134,계속,28
135,바로,25
136,김치,5
137,가끔,15
138,택배,11
139,소시,1
140,몰래,1
141,증정,23
142,유리나,1
143,도자기,1
144,여서,1
145,변화,3
146,사진,8
147,수령,3
148,작고,1
149,평이,3
150,구입,52
