review_stars,reveiw_buy_site,review_name,review_date,review_title,review_text
평점5,DOSU,yds1****,23.05.13.,"대대포블루는 3병사다 마셔보고 탄산없이 달짝지근한 맛에 은근히 취기가 오르는데 맘에들어서 매번 구매할 거 같고,막걸리계 대장 해창을 큰맘먹고 주문해봣어요 ㅎㅎ 위스키 안동소쥬도 아","대대포블루는 3병사다 마셔보고 탄산없이 달짝지근한 맛에 은근히 취기가 오르는데 맘에들어서 매번 구매할 거 같고,

막걸리계 대장 해창을 큰맘먹고 주문해봣어요 ㅎㅎ 위스키 안동소쥬도 아닌 막걸리가 1병에 1만원이 넘는데 아주 기대중 입나다.

우도 땅콩 막걸리는 유튱가한이 좀 많아 길어요 ㅎㅎ
참고하고 구매 하세요 (개인적으로 감미료 안들어간 막걸리 위주로, 유통기한 안긴것들이 마셔도 담날 숙취가 없도라구요 ~)"
평점4,술팜 전통주 쇼핑몰,hyun****,23.05.13.,달달하고 알콜맛 안 느껴지는 막걸리 찾으신다면 괜찮을거 같네요 ㅋㅋ,달달하고 알콜맛 안 느껴지는 막걸리 찾으신다면 괜찮을거 같네요 ㅋㅋ
평점4,술픽,jjin****,23.05.13.,기대돼요 아직 못먹었어요 맛있겠죠,기대돼요 아직 못먹었어요 맛있겠죠
평점5,술픽,daco****,23.05.13.,맛있어요 골목하고 같이 주문했어요,맛있어요 골목하고 같이 주문했어요
평점5,우리술상회,cofl****,23.05.12.,막걸리는 조금 새서 왔어요~ 빠르게 잘 받았습니다 잔 감사해요~^^,막걸리는 조금 새서 왔어요~ 빠르게 잘 받았습니다 잔 감사해요~^^
평점5,DOSU,heyk****,23.05.12.,너무 맛잇어요 항상 주문하는 상품 ㅎ,너무 맛잇어요 항상 주문하는 상품 ㅎ
평점5,DOSU,hmje****,23.05.12.,다 먹어브렀네요 잘 먹었어요,다 먹어브렀네요 잘 먹었어요
평점5,DOSU,hdy7****,23.05.11.,너무 맛있어서 후기쓰면서도 또 생각나요 ㅎㅎㅎ,너무 맛있어서 후기쓰면서도 또 생각나요 ㅎㅎㅎ
평점5,술픽,jyuw****,23.05.11.,막걸리중에 제일 맛있어요. 꿀막걸리처럼 달달하니 맛있는데 아스파탐도 없어서 좋아요. 맛있어서 더 주문합니다. 많이 파세요.,막걸리중에 제일 맛있어요. 꿀막걸리처럼 달달하니 맛있는데 아스파탐도 없어서 좋아요. 맛있어서 더 주문합니다. 많이 파세요.
평점5,DOSU,zian****,23.05.10.,선물로 드렸어요! 좋아하십니다!!,선물로 드렸어요! 좋아하십니다!!
평점5,DOSU,yeoy****,23.05.10.,역시 대대포 맛있어요 :),역시 대대포 맛있어요 :)
평점5,우리술상회,dkfl****,23.05.09.,막걸리 좋아하는 남편을 위해 구입했어요. 후기보고 기대중입니다,막걸리 좋아하는 남편을 위해 구입했어요. 후기보고 기대중입니다
평점5,DOSU,kpv9****,23.05.09.,선물로 샀는데 좋다고하네요,선물로 샀는데 좋다고하네요
평점5,DOSU,shen****,23.05.09.,먹어보고 리뷰 다시남길께요,먹어보고 리뷰 다시남길께요
평점5,술팜 전통주 쇼핑몰,bzm*****,23.05.09.,제품잘받았습니다. 감사헙니다,제품잘받았습니다. 감사헙니다
평점5,술픽,obom****,23.05.08.,한달도 못가 다 없어지는 걸리님 이지만항상 맛나게 마셔요,"한달도 못가 다 없어지는 걸리님 이지만

항상 맛나게 마셔요"
평점5,DOSU,spri****,23.05.07.,궁금했던 막걸리를 맛볼 수 있어서 좋았습니다!,궁금했던 막걸리를 맛볼 수 있어서 좋았습니다!
평점4,DOSU,dolb****,23.05.07.,맛있고 뒷 끝이 없어서 좋아요,맛있고 뒷 끝이 없어서 좋아요
평점5,술픽,elq*****,23.05.07.,딱 먹기 좋아요 또 살게요,딱 먹기 좋아요 또 살게요
평점5,우리술상회,rhks****,23.05.07.,와이프가 아주 좋아해요,와이프가 아주 좋아해요
평점5,DOSU,cic0****,23.05.07.,부담없이 마시기 딱좋고배송상태도 굿입니다,"부담없이 마시기 딱좋고
배송상태도 굿입니다"
평점5,DOSU,inte****,23.05.06.,막걸리 달달하니 맛있게 잘먹었습니더,막걸리 달달하니 맛있게 잘먹었습니더
평점5,DOSU,dms8****,23.05.06.,항상 먹던거라 최곱니당^^,항상 먹던거라 최곱니당^^
평점5,술픽,modc****,23.05.06.,맛있어서 자주 재구매하고 있어요,맛있어서 자주 재구매하고 있어요
평점5,술팜 전통주 쇼핑몰,aanh****,23.05.05.,"홈 전통주 다이닝 제대로? ?편백숲 산소먹걸리, 대대포 블루 : 엄청 순하고 술의 쓴 맛이 없어서 부모님도 너무 좋아하셨어요? 이화백주 : 탄산이 있어서 입안에서 톡톡 쏘는 맛","홈 전통주 다이닝 제대로?

?편백숲 산소먹걸리, 대대포 블루 : 엄청 순하고 술의 쓴 맛이 없어서 부모님도 너무 좋아하셨어요

? 이화백주 : 탄산이 있어서 입안에서 톡톡 쏘는 맛있구요. 막걸리고 걸죽한 편이여서 적당한 바디감 + 탄산감 괜찮으시다면 추천입니다

? 나루생막걸리 : 맛도, 바디감도 평균적인 그런 막걸리맛있었네요! 전반적으로 깔끔했습니다

감사합니다 덕분에 맛있게 막걸리 마셨습니다 :)"
평점5,술픽,ghdi****,23.05.04.,부모님께 선물했는데 깔끔하고 목 넘김이 부드럽다는 평을 해주셨네요. 다음에 추가로 구매해 드려야겠어요.,부모님께 선물했는데 깔끔하고 목 넘김이 부드럽다는 평을 해주셨네요. 다음에 추가로 구매해 드려야겠어요.
평점5,DOSU,0308****,23.05.04.,와 이게 진짜 진또배기 막걸리..엄청 맛있어서 부모님께 또 주문할 예정입니다,와 이게 진짜 진또배기 막걸리..엄청 맛있어서 부모님께 또 주문할 예정입니다
평점5,술픽,stel****,23.05.04.,아부지 만족도 1위라 재구매합니다,아부지 만족도 1위라 재구매합니다
평점3,DOSU,lynn****,23.05.03.,술 취했을때는 맛났는데 제정신에 먹으니 많이 다네요.. 그래도 배송 빠르고 입맛에 맞으시면 좋을 듯!!,술 취했을때는 맛났는데 제정신에 먹으니 많이 다네요.. 그래도 배송 빠르고 입맛에 맞으시면 좋을 듯!!
평점5,술픽,for4****,23.05.03.,달달하고 탄산이 없어서 부드럽게 넘어가네요.막걸리 별로 안좋아하지만 맛있게 먹었어요.,"달달하고 탄산이 없어서 부드럽게 넘어가네요.
막걸리 별로 안좋아하지만 맛있게 먹었어요."
평점5,DOSU,yds1****,23.05.03.,전통주 중 막걸리는 인터넷 구매 처음이에요아주 기대됩니다 ㅎㅎ유투브 보고 구매햇어요,"전통주 중 막걸리는 인터넷 구매 처음이에요
아주 기대됩니다 ㅎㅎ
유투브 보고 구매햇어요"
평점3,DOSU,sung****,23.05.03.,단맛이 많아요 많이 먹기는 힘들듯,단맛이 많아요 많이 먹기는 힘들듯
평점5,DOSU,jiho****,23.05.03.,맛있길 바랍니다 ㅎㅎ,맛있길 바랍니다 ㅎㅎ
평점4,술픽,mlfa****,23.05.02.,"빠른배송 좋아요.두개정도가 넘어져서 새었습니다. 그걸 집었는 지 밍밍했는데, 다른 것들은 맛있네요추천합니다","빠른배송 좋아요.
두개정도가 넘어져서 새었습니다. 그걸 집었는 지 밍밍했는데, 다른 것들은 맛있네요
추천합니다"
평점5,DOSU,vvau****,23.05.02.,고급스러운 부드러운여자분들이 특히 좋아하네요,"고급스러운 부드러운
여자분들이 특히 좋아하네요"
평점5,술픽,kimg****,23.05.01.,빠른 배송으로 맛있게 잘 마셨습니다.,빠른 배송으로 맛있게 잘 마셨습니다.
평점5,술픽,cica****,23.05.01.,잘 받았습니다 좋아요~,잘 받았습니다 좋아요~
평점5,술픽,last****,23.04.30.,"꿀이 들어가서 많이 달 줄 알았는데 적당하니 괜찮았습니다. 술이 단 느낌이니 담백한 안주보다는, 짠안주로 가면 밸런스가 잘 맞을 거 같네요. 단맛에 너무 중점을 두면 조금 물릴 수","꿀이 들어가서 많이 달 줄 알았는데 적당하니 괜찮았습니다. 술이 단 느낌이니 담백한 안주보다는, 짠안주로 가면 밸런스가 잘 맞을 거 같네요. 단맛에 너무 중점을 두면 조금 물릴 수도 있을 것 같네요."
평점5,DOSU,nong****,23.04.30.,적당히 달고 부드럽네요,적당히 달고 부드럽네요
평점4,DOSU,kal0****,23.04.30.,배송/포장상태가 좋았습니다.,배송/포장상태가 좋았습니다.
평점5,술픽,leys****,23.04.30.,잘먹었습니다 잘먹었습니다,잘먹었습니다 잘먹었습니다
평점5,술픽,dans****,23.04.29.,깔끔 달콤하닝 맛있어요,깔끔 달콤하닝 맛있어요
평점5,우리술상회,chs1****,23.04.29.,하나하나 맛보는 중입니당~~,하나하나 맛보는 중입니당~~
평점3,우리술상회,gbjb****,23.04.28.,이 친구는 맛을 보기도 전에 3분의 1이 날아가서 왔더라구요... ㅎㅎ 막걸리 배송 받을 때마다 조금씩 뚜껑이 다 열려있어요 ㅠㅠ,이 친구는 맛을 보기도 전에 3분의 1이 날아가서 왔더라구요... ㅎㅎ 막걸리 배송 받을 때마다 조금씩 뚜껑이 다 열려있어요 ㅠㅠ
평점5,술픽,goal****,23.04.26.,집에서 애들하고 먹을려고 주문해봄.막걸이는 잘 안 먹어서 어딸지 몰라서 이것저것 주문해봄.1. 달지 않음 적당한 당도2. 막걸리 특유의 신맛이 없이 깔끔함3. 도수도 적당4.육류,"집에서 애들하고 먹을려고 주문해봄.
막걸이는 잘 안 먹어서 어딸지 몰라서 이것저것 주문해봄.
1. 달지 않음 적당한 당도
2. 막걸리 특유의 신맛이 없이 깔끔함
3. 도수도 적당
4.육류 해산물 채소에 어울림
가볍게 먹기 좋고 목넘김도 깔끔하니 인생 막걸리임 술 잘 못 먹는 분들도 먹을 수 있어서 좋았음. 적극 추천합니다."
평점4,술픽,rrps****,23.04.25.,"꿀이 들어있어 맛이 묵직할것으로 예상했으나 아주 가벼움, 부담없이 먹기에 좋을듯","꿀이 들어있어 맛이 묵직할것으로 예상했으나 아주 가벼움, 부담없이 먹기에 좋을듯"
평점3,DOSU,appe****,23.04.25.,아 딱 이거다하는 느낌은 없었지만잘 마셨습ㄴ다,"아 딱 이거다하는 느낌은 없었지만
잘 마셨습ㄴ다"
평점5,술픽,bara****,23.04.25.,꿀이 들어가서 그런지 부드러운 단맛 일품이네요,꿀이 들어가서 그런지 부드러운 단맛 일품이네요
평점5,DOSU,itot****,23.04.25.,맛있어요친구들이랑 마셨는데 모두들 좋아했어요,"맛있어요
친구들이랑 마셨는데 모두들 좋아했어요"
평점5,DOSU,vivi****,23.04.25.,엄청 순하고 달달해서 꿀떡꿀떡 넘어가네요 ㅎㅎ 너무 맛있어요 재구매예정 ㅎㅎ,엄청 순하고 달달해서 꿀떡꿀떡 넘어가네요 ㅎㅎ 너무 맛있어요 재구매예정 ㅎㅎ
평점5,우리술상회,wldk****,23.04.24.,대상받은 술은 평소먹던 막걸리랑 다르네요!! 맛잇게 잘먹었어요,대상받은 술은 평소먹던 막걸리랑 다르네요!! 맛잇게 잘먹었어요
평점5,술팜 전통주 쇼핑몰,jhch****,23.04.24.,"배송도 좋고 맛도 괜찮아요, 다음에도 구매할께요","배송도 좋고 맛도 괜찮아요, 다음에도 구매할께요"
평점5,DOSU,cafr****,23.04.22.,부드러워 목넘김이 좋고 개인적으로 톡쏘는 것보다는 은은한 뒷맛을 좋아서 넘 좋네요추가 주문했네요,"부드러워 목넘김이 좋고 개인적으로 톡쏘는 것보다는 은은한 뒷맛을 좋아서 넘 좋네요
추가 주문했네요"
평점5,술픽,youy****,23.04.22.,장모님.막걸리 좋아하시는데 잔뜩사서 나눠드리려구요 ㅎ,"장모님.막걸리 좋아하시는데
잔뜩사서 나눠드리려구요 ㅎ"
평점5,DOSU,toma****,23.04.22.,잘 받았습니다. 다들 맛이 특색있어서 좋네요.,잘 받았습니다. 다들 맛이 특색있어서 좋네요.
평점5,DOSU,chol****,23.04.22.,잘 받았습니다. 아직 먹어보지 못해서~,잘 받았습니다. 아직 먹어보지 못해서~
평점5,술픽,youy****,23.04.22.,오늘 김치전이다 넌 죽었다.ㅎ,"오늘 김치전이다
넌 죽었다.ㅎ"
평점4,DOSU,dolk****,23.04.21.,"잘 받았습니다. 꿀로 단맛을 내어서 그런가 아주 특이한 단맛이 나네요. 달지 않고 묵직한 막걸리를 좋아하는데, 이건 달긴 해도 뭔가 깔끔한 단맛이 있고, 쿰쿰한 향이나 씁쓸한 맛도","잘 받았습니다. 꿀로 단맛을 내어서 그런가 아주 특이한 단맛이 나네요. 달지 않고 묵직한 막걸리를 좋아하는데, 이건 달긴 해도 뭔가 깔끔한 단맛이 있고, 쿰쿰한 향이나 씁쓸한 맛도 거의 안느껴지고 막걸리답지 않으면서도 상당히 매력이 있는 술인 것 같습니다."
평점2,술픽,wang****,23.04.21.,너무 연하네요가벼운 막걸리 음료수?후기에 너무 기대가컷어요엄청 연합니다,"너무 연하네요
가벼운 막걸리 음료수?
후기에 너무 기대가
컷어요
엄청 연합니다"
평점5,술픽,63ye****,23.04.20.,기대중입니다 ㅋ 포장 너무 잘되서 왔어여!,기대중입니다 ㅋ 포장 너무 잘되서 왔어여!
평점5,DOSU,2581****,23.04.20.,꿀막걸리네요 다들 호평이에요,꿀막걸리네요 다들 호평이에요
평점1,DOSU,ohmi****,23.04.19.,처음에는 포장이 좋았는데 이번에는 냉장팩이 뜯어져 있어서 물이 흥건했습니다. 덕분에 모르고 뜯고 꺼내다가 거실이 다 젖었습니다.,처음에는 포장이 좋았는데 이번에는 냉장팩이 뜯어져 있어서 물이 흥건했습니다. 덕분에 모르고 뜯고 꺼내다가 거실이 다 젖었습니다.
평점5,술픽,nrg1****,23.04.19.,받자마자 다먹어버리고.. 이것만 남앗네요..허허 ㅠㅠ,받자마자 다먹어버리고.. 이것만 남앗네요..허허 ㅠㅠ
평점5,DOSU,rumi****,23.04.19.,포장도 꼼꼼하게 잘 와서 잘 먹었습니다,포장도 꼼꼼하게 잘 와서 잘 먹었습니다
평점4,술픽,kimb****,23.04.19.,오프라인에서 사먹어 보고 맛있어서주문했어요 한병이 살짝찌그러져서 흘러왔어요 ㅠㅠ살짝 아쉽지만 배송 빠르고 맛좋아오,"오프라인에서 사먹어 보고 맛있어서
주문했어요 한병이 살짝찌그러져서 흘러왔어요 ㅠㅠ
살짝 아쉽지만 배송 빠르고 맛좋아오"
평점5,술픽,zzan****,23.04.18.,배송빠르고 만족합니다 하루만에 받았어요 캠장가서 먹을려구 구매했어요 제입에는 맛나더라고요,배송빠르고 만족합니다 하루만에 받았어요 캠장가서 먹을려구 구매했어요 제입에는 맛나더라고요
평점4,DOSU,kuku****,23.04.18.,배송도 빠르고 맛은 더더욱 좋은 우리 전통주 좋은사람들과 잘먹을께요,배송도 빠르고 맛은 더더욱 좋은 우리 전통주 좋은사람들과 잘먹을께요
평점5,DOSU,kjeg****,23.04.18.,술술 넘어가니 좋네여,술술 넘어가니 좋네여
평점5,DOSU,gohe****,23.04.18.,저렴하게 구매했어요 배송 빨라서 좋았어요,저렴하게 구매했어요 배송 빨라서 좋았어요
평점4,DOSU,alsl****,23.04.17.,맛있어요 탄산없고 끝에 알콜맛이 느껴지는게ㅜ딱 내스타일,맛있어요 탄산없고 끝에 알콜맛이 느껴지는게ㅜ딱 내스타일
평점5,DOSU,yong****,23.04.17.,"배송도 빠르고,역시 맛도 좋아요.신선하게 잘 왔어요!!!","배송도 빠르고,역시 맛도 좋아요.
신선하게 잘 왔어요!!!"
평점5,DOSU,dark****,23.04.17.,맛있고 배송도 빠르고 다음에 또 주문할게요,맛있고 배송도 빠르고 다음에 또 주문할게요
평점5,DOSU,foot****,23.04.17.,맵고짠 안주에 먹으니 딱! 꿀맛나고 좋네요.,맵고짠 안주에 먹으니 딱! 꿀맛나고 좋네요.
평점5,DOSU,dark****,23.04.17.,배송도 빠르고 맛있어요 ㅎ,배송도 빠르고 맛있어요 ㅎ
평점5,DOSU,even****,23.04.16.,약간 달콤한 맛이 너무 좋네요~ 한병으로 끝낼수 없는 술입니다~!!,약간 달콤한 맛이 너무 좋네요~ 한병으로 끝낼수 없는 술입니다~!!
평점5,우리술상회,deaf****,23.04.16.,최고죠. 유명한 막걸리라....,최고죠. 유명한 막걸리라....
평점5,술팜 전통주 쇼핑몰,nwj6****,23.04.16.,배송빨라요 가격도 좋아요,배송빨라요 가격도 좋아요
평점5,DOSU,itot****,23.04.16.,정말 맛있게 잘 마셨어요,정말 맛있게 잘 마셨어요
평점5,술픽,ehfd****,23.04.15.,맛있게 마셨어요~~적당히 달달하고 포장도 꼼꼼하게 잘 되어서 옵니다,맛있게 마셨어요~~적당히 달달하고 포장도 꼼꼼하게 잘 되어서 옵니다
평점5,술픽,best****,23.04.15.,배송 빨라요. 맛은 이미 아는 맛있는 맛.,배송 빨라요. 맛은 이미 아는 맛있는 맛.
평점5,DOSU,dlwn****,23.04.15.,제 취향이라 맛잇어요,제 취향이라 맛잇어요
평점5,DOSU,rlas****,23.04.15.,아주맛나고 빠른배송 감사합니다,아주맛나고 빠른배송 감사합니다
평점5,DOSU,opti****,23.04.15.,맛이 기대 됩니다.어떤 안주가 좋을지 지금 안주 사러 갑니다.,"맛이 기대 됩니다.
어떤 안주가 좋을지 지금 안주 사러 갑니다."
평점4,DOSU,hyeu****,23.04.15.,신속한 배송으로 잘 받았습니다. 잘 먹고 있습니다. 감사합니다.,신속한 배송으로 잘 받았습니다. 잘 먹고 있습니다. 감사합니다.
평점5,우리술상회,jeon****,23.04.14.,"잘 받았습니다. 페트병이라그런지 병 뚜껑 부분에서 살짝 샜는데, 이런 부분은 잘 검수해서 보내주시면 좋을것같네요","잘 받았습니다. 페트병이라그런지 병 뚜껑 부분에서 살짝 샜는데, 이런 부분은 잘 검수해서 보내주시면 좋을것같네요"
평점5,술픽,isis****,23.04.13.,달달한 막걸리 좋아요,달달한 막걸리 좋아요
평점5,DOSU,kyoh****,23.04.12.,다른 식당에서 먹어보고 맛나서 주문해봣어요. 재료가 좋아서 그런지 탄산감 적고 부드러워서 좋아요. (탄산 별로 안좋아하는 사람이에요),다른 식당에서 먹어보고 맛나서 주문해봣어요. 재료가 좋아서 그런지 탄산감 적고 부드러워서 좋아요. (탄산 별로 안좋아하는 사람이에요)
